batch_id,gas_name,concentration_ppm,PC1,PC2
1,Acetaldehyde,275.0,-9.533941869351393,-4.901199412828726
1,Acetaldehyde,275.0,-9.555646871543605,-4.8319965941988325
1,Acetaldehyde,30.0,8.160098859337673,0.14081300655211487
1,Acetaldehyde,75.0,4.1694944713937465,-0.9935317466111871
1,Acetaldehyde,125.0,0.11969761609175056,-2.296420365894311
1,Acetaldehyde,175.0,-2.9368437752634335,-3.1626450796508876
1,Acetaldehyde,225.0,-6.0352008610435455,-3.992354179322265
1,Acetaldehyde,275.0,-9.059298262433773,-4.635672290631901
1,Acetaldehyde,30.0,8.043790293161548,0.09504344331092293
1,Acetaldehyde,75.0,3.226486011457546,-1.4328780690946776
1,Acetaldehyde,125.0,-0.8493978404123849,-2.744697805211882
1,Acetaldehyde,10.0,10.630916500633193,0.9306265618010562
1,Acetaldehyde,50.0,5.585938643322905,-0.6281927402949722
1,Acetaldehyde,100.0,1.122540874802546,-2.0715341221151853
1,Acetaldehyde,275.0,-10.667483280571897,-5.306106280050826
1,Acetaldehyde,275.0,-10.17990907730021,-5.141899336552647
1,Acetaldehyde,20.0,8.747724350315277,0.40719382635200624
1,Acetaldehyde,40.0,6.490491971823967,-0.30708062217747617
1,Acetaldehyde,20.0,8.926083342166145,0.3747311941804447
1,Acetaldehyde,40.0,6.388728960135885,-0.4376036162031261
1,Acetaldehyde,20.0,8.919569558684094,0.40042920886596745
1,Acetaldehyde,40.0,6.431475724312701,-0.4020824068173207
1,Acetaldehyde,20.0,8.81760948005523,0.3545939427486481
1,Acetaldehyde,40.0,6.7812837456684685,-0.017018972220581095
1,Acetaldehyde,20.0,8.805705603234111,0.34924363017267535
1,Acetaldehyde,40.0,6.560135073146158,-0.3631047919557386
1,Acetaldehyde,20.0,9.178465453813768,0.5322967903503334
1,Acetaldehyde,40.0,6.583427191261154,-0.08323349773411097
1,Acetaldehyde,20.0,9.038570237619803,0.6695915326814516
1,Acetaldehyde,40.0,6.293516519645808,-0.32504464282035694
1,Ethanol,50.0,9.009014400684249,0.6560389082966049
1,Ethanol,100.0,8.462494917126477,0.7562423244103358
1,Ethanol,150.0,6.783951324118123,0.2541548896751655
1,Ethanol,200.0,5.362884506395608,-0.1702346719279233
1,Ethanol,250.0,4.676145494714627,-0.08200079073184166
1,Ethanol,300.0,3.678930163014305,-0.4991814397991279
1,Ethanol,350.0,3.0954281010982094,-0.7345425410757498
1,Ethanol,400.0,1.5317839213900528,-1.5510233698126286
1,Ethanol,450.0,1.0140815431680192,-0.84504965151544
1,Ethanol,500.0,-0.33545329597067525,-1.3699831898011563
1,Ethanol,600.0,-2.0937860381781617,-1.8432257493655233
1,Ethanol,700.0,-3.7588570776848753,-2.2573580217173705
1,Ethanol,800.0,-5.594475634618678,-2.4204846645384888
1,Ethanol,900.0,-5.704905780225394,-2.643929291341129
1,Ethanol,1000.0,-7.095929265913808,-3.0859865989830957
1,Ethanol,50.0,10.41459964435897,0.8830781117468666
1,Ethanol,100.0,8.822705138019213,0.6071515234941122
1,Ethanol,150.0,7.546282877947482,0.309888575337136
1,Ethanol,250.0,5.00078390210666,-0.423400159574143
1,Ethanol,300.0,4.7781090502639065,-0.03928613467227219
1,Ethanol,350.0,3.592442377484179,-0.37749837180333684
1,Ethanol,400.0,3.1029530519429334,-0.6767795587112939
1,Ethanol,200.0,7.046182349401292,0.1757536164849499
1,Ethanol,450.0,1.79128130307662,-0.8226066635964525
1,Ethanol,500.0,0.13390405296211297,-1.5639632960103333
1,Ethanol,600.0,-1.3194111498241912,-1.6242863398586131
1,Ethanol,700.0,-2.9489740368396666,-2.0450777985241757
1,Ethanol,800.0,-4.408933513358256,-2.484764718001931
1,Ethanol,900.0,-6.378315332821849,-3.511031937217704
1,Ethanol,1000.0,-7.171950965222673,-3.2904029388956615
1,Ethanol,50.0,10.402462467186488,0.8968361125076952
1,Ethanol,100.0,8.915298998725616,0.5718191346989006
1,Ethanol,200.0,6.402220332496521,0.1219523890971689
1,Ethanol,250.0,5.163877718188148,-0.17207168961231228
1,Ethanol,300.0,3.966027143217276,-0.48620215982578435
1,Ethanol,350.0,2.8712751680844555,-0.7422672873804103
1,Ethanol,400.0,1.079950632533067,-1.56527379741044
1,Ethanol,450.0,0.605891947101487,-1.1484720485771838
1,Ethanol,500.0,-0.327940006894608,-1.4737967466937942
1,Ethanol,600.0,-2.439561602215233,-1.8167568595644332
1,Ethanol,700.0,-3.6930928538088974,-2.3745120475135035
1,Ethanol,800.0,-5.112262169903529,-2.7674764277993162
1,Ethanol,1000.0,-4.997621026570226,-2.0029362281395477
1,Ethanol,900.0,-5.081193621059655,-1.947736210562932
1,Ethanol,150.0,7.621731818270388,0.36090958656280575
1,Ethanol,50.0,10.425149519678245,0.8947595831242664
1,Ethanol,100.0,9.063676272257084,0.6796126870791136
1,Ethanol,150.0,7.638156339043508,0.48179312408306124
1,Ethanol,200.0,6.71240760852999,0.21105159409989807
1,Ethanol,250.0,5.624752821055266,-0.029663889602766832
1,Ethanol,300.0,4.4850994358436,-0.26521251996695616
1,Ethanol,350.0,3.3111002710520188,-0.40649459959168616
1,Ethanol,400.0,2.622554272378102,-0.661773681923014
1,Ethanol,100.0,0.715007937150056,-1.4085418843536996
1,Ethanol,500.0,1.0780516845725197,-0.3702132558914743
1,Ethanol,600.0,-0.417685296371063,-1.1357586619959237
1,Ethanol,700.0,-2.172888257792935,-1.5868244223328312
1,Ethanol,800.0,-3.9468915883546827,-2.2661935602333307
1,Ethanol,900.0,-5.016020195867742,-2.4493464519108152
1,Ethanol,1000.0,-6.4371426222196835,-2.885969791221885
1,Ethanol,50.0,10.45671908876828,0.9699152207197849
1,Ethanol,100.0,9.090382713435023,0.6674607869806691
1,Ethanol,150.0,7.846036815636303,0.4222866951354768
1,Ethanol,200.0,6.566182245082398,0.17399944974620174
1,Ethanol,250.0,4.902223961645971,-0.15241575494448004
1,Ethanol,300.0,4.468262374683231,-0.2883577777381456
1,Ethanol,350.0,3.1099425529027735,-0.4253717659730788
1,Ethanol,400.0,1.616443585639196,-0.9861361976340816
1,Ethanol,450.0,1.2920874621646927,-0.9369351600573076
1,Ethanol,500.0,0.25731963371678335,-1.1672381135651622
1,Ethanol,600.0,-1.378406160864033,-1.496039238774839
1,Ethanol,700.0,-3.3904733741678377,-1.8367616232557478
1,Ethanol,800.0,-4.487830673991217,-2.2628990479564832
1,Ethanol,900.0,-6.05257217643603,-2.630549150929251
1,Ethanol,1000.0,-7.097483176547623,-3.02670668106788
1,Ethanol,1000.0,5.0121778296173725,2.119618694083559
1,Acetone,100.0,0.6148130147624408,3.3770421735021436
1,Acetone,200.0,-5.558667269191163,5.184929425670459
1,Acetone,50.0,4.69352967011373,3.0776780944615965
1,Acetone,275.0,-11.308297007217234,1.2939204912492257
1,Acetone,275.0,-14.95373792613125,6.319425301234912
1,Acetone,250.0,6.1744656427044,-1.1116349612307324
1,Acetaldehyde,275.0,-9.926304854199579,-7.848153049144547
1,Acetaldehyde,275.0,-7.540640032076819,-6.9699055345715815
1,Acetaldehyde,275.0,-7.724335626290156,-6.950103165529628
1,Acetaldehyde,50.0,5.55492419145918,-1.0116887030573884
1,Acetaldehyde,275.0,-8.004732736586874,-6.620393912640028
1,Acetaldehyde,50.0,5.539974930300464,-0.9958684021465096
1,Acetaldehyde,250.0,-9.623905657869953,-6.337612167140274
1,Acetaldehyde,250.0,-8.434390405637231,-4.123769370039964
1,Acetaldehyde,250.0,-7.132123726685163,-6.113784122599335
1,Acetaldehyde,250.0,-7.504824237341427,-6.2414250288077815
1,Ethanol,1000.0,-10.715097326427978,1.0660097675644449
1,Ethanol,1000.0,-5.990173472905493,-1.2630906534307529
1,Ethanol,1000.0,-6.720235618784123,-1.583335137538728
1,Ethanol,1000.0,-5.950842725864304,-1.6673291993941048
1,Ethanol,1000.0,-5.5124860516272385,-1.8210915506317298
1,Ethanol,1000.0,-9.795939249480698,-4.600759466745672
1,Ethanol,1000.0,-6.418572975475537,-2.3249689430045475
1,Ethylene,10.0,9.6686345060373,3.1429371089816045
1,Ethylene,20.0,7.419181446349381,4.916513041697108
1,Ethylene,30.0,6.042893182627325,6.029812235355798
1,Ethylene,40.0,4.717895102454883,7.053083339543997
1,Ethylene,50.0,3.30520029099988,7.961937919359546
1,Ethylene,75.0,0.8140937797678851,9.778173593357904
1,Ethylene,100.0,-1.109344755362225,11.270694779435486
1,Ethylene,125.0,-3.5481227880980155,12.720993511125126
1,Ethylene,150.0,-5.022508660173167,13.542071244771126
1,Ethylene,175.0,-6.690581189510075,14.65181205974781
1,Ethylene,200.0,-8.348410189583396,15.129416627338351
1,Ethylene,225.0,-10.023925481172961,16.025429375217477
1,Ethylene,250.0,-11.13004031252651,16.631649523721975
1,Ethylene,275.0,-13.246311342730028,18.281312773667935
1,Ethylene,300.0,-14.738374739280593,17.97995210446897
1,Ethylene,300.0,-6.944620325486282,13.960306991337752
1,Ethylene,275.0,-13.956915185259241,17.115511310192343
1,Ethylene,250.0,-11.676806204482084,16.259278205551414
1,Ethylene,10.0,9.735893798152878,3.4054539509467814
1,Ethylene,20.0,7.4651475432645364,5.222683735822824
1,Ethylene,30.0,5.833822741484766,6.326702698296978
1,Ethylene,40.0,4.222719264154286,7.452951693216986
1,Ethylene,50.0,3.18086262007867,8.044704264580712
1,Ethylene,75.0,0.3124612578778867,10.078338353815942
1,Ethylene,100.0,-1.5986736835935587,11.149841440535258
1,Ethylene,125.0,-3.8280882418283064,12.607523540439972
1,Ethylene,150.0,-6.014188955466441,13.63982300708869
1,Ethylene,175.0,-7.525154594880826,13.884850903640716
1,Ethylene,200.0,-9.311894922766731,15.802895914815526
1,Ethylene,225.0,-10.693833780808898,16.193040392166026
1,Ammonia,25.0,9.951576585003435,3.901885036607188
1,Ammonia,50.0,7.785750802344411,6.328181444682786
1,Ammonia,75.0,5.717885509176892,8.444076936498655
1,Ammonia,100.0,3.7565718792522502,10.412774668766271
1,Ammonia,125.0,1.1979609279203873,13.065589933741796
1,Ammonia,150.0,0.016531894920607342,14.003126645694298
1,Ammonia,175.0,-1.852007903572692,15.38047643879644
1,Ammonia,200.0,-2.356443061177475,15.995751943058123
1,Ammonia,250.0,-5.142409883005358,17.665459924868056
1,Ammonia,300.0,-8.839924935778335,19.99854459968954
1,Ammonia,350.0,-12.182105523264253,22.482955619109568
1,Ammonia,400.0,-16.114585309226896,24.157440320150076
1,Ammonia,450.0,-19.329277389724478,26.315120322726877
1,Ammonia,500.0,-22.35303288478826,28.532926732767194
1,Ammonia,25.0,10.138274589715612,3.4283008113463374
1,Ammonia,50.0,7.743101932979179,6.0738010222099135
1,Ammonia,75.0,5.799425404033585,8.112023897319276
1,Ammonia,200.0,3.5408049846194274,10.27198392108988
1,Ammonia,125.0,1.3546810434612286,12.353582602705325
1,Ammonia,150.0,-0.9113684618292761,14.123512329823331
1,Ammonia,175.0,-2.638815942805932,15.544013991402755
1,Ammonia,200.0,-4.376734480517311,16.81508728614794
1,Ammonia,250.0,-7.707370902068414,19.12539974492764
1,Ammonia,300.0,-8.533732956709104,19.780112776597313
1,Ammonia,350.0,-13.112475824469922,22.411015704268415
1,Ammonia,400.0,-17.082865794728253,24.60877566439384
1,Ammonia,450.0,-20.932616096070237,26.786438378686146
1,Ammonia,500.0,-25.361548165260817,29.783959707259676
1,Ammonia,25.0,9.927482335713796,3.82209870137786
1,Ammonia,50.0,6.77036669542222,7.104941149650891
1,Ammonia,75.0,4.862899920083523,8.86583807348407
1,Ammonia,100.0,2.9043491790649267,10.629447196314608
1,Ammonia,125.0,0.5231863670986845,12.211202774274254
1,Ammonia,150.0,-1.7673959332501874,13.700575546049645
1,Ammonia,175.0,-3.2450053957723908,15.285295082146769
1,Ammonia,200.0,-4.407911875510492,16.038782440065454
1,Ammonia,250.0,-8.17120166304086,18.689556615503427
1,Ammonia,300.0,-12.32924618071645,21.08077782574722
1,Ammonia,350.0,-14.088262351656928,22.322524709070805
1,Ammonia,400.0,-18.07202830268534,24.510880114739216
1,Ammonia,450.0,-22.26478998276269,26.373897384469146
1,Ammonia,500.0,-26.583880421964047,27.80756810171362
1,Ammonia,500.0,-25.83432524698003,27.672604712858213
1,Ammonia,450.0,-23.323574597186937,26.76654005067217
1,Ammonia,400.0,-17.208241105381443,22.65113446003195
1,Ammonia,350.0,-13.814633388634954,19.50154964236579
1,Ammonia,300.0,-12.80522796873566,20.928876699723705
1,Ammonia,250.0,-9.02530315600996,18.797974631103745
1,Ammonia,200.0,-5.338594746679124,16.23959394431957
1,Ammonia,175.0,-3.4961021512280888,14.872805883716461
1,Ammonia,150.0,-1.6254989429060314,13.296396161125957
1,Ammonia,125.0,0.3400096418497001,11.751820911695102
1,Ammonia,100.0,2.5590326617998227,10.163770327025151
1,Ammonia,75.0,4.3796185695748555,8.390440223956045
1,Ammonia,50.0,6.909693109511209,6.349216182270223
1,Ammonia,25.0,9.60020277435856,3.8356336667815887
1,Ammonia,25.0,9.591925033751888,3.8420555934889897
1,Ammonia,50.0,7.182033638515617,6.171601752377981
1,Ammonia,75.0,4.562062357810153,8.433556041635883
1,Ammonia,100.0,2.4077732658685647,10.460277979989465
1,Ammonia,125.0,0.11035417618105904,12.175652890461487
1,Ammonia,150.0,-2.6972016021944576,14.46280781750256
1,Ammonia,175.0,-4.180169660539575,15.209799576063444
1,Ammonia,200.0,-5.996056667388545,16.431214246724643
1,Ammonia,250.0,-9.801372224028391,18.666663746419523
1,Ammonia,300.0,-12.88018696384992,20.8229837866116
1,Ammonia,350.0,-19.073679450090754,24.06398141020132
1,Ammonia,400.0,-20.19684545380374,24.33710065741515
1,Ammonia,450.0,-26.885672688729116,26.778670788959584
1,Ammonia,500.0,-27.15722425142128,27.12664883241854
1,Toluene,30.0,4.32571622603916,6.048194378969596
1,Toluene,40.0,4.90436782132138,7.786064997738778
1,Toluene,45.0,4.665133750273049,8.047277156024164
1,Toluene,50.0,4.220637699807239,8.401025268633859
1,Toluene,55.0,3.7973814017120273,8.544333448927944
1,Toluene,60.0,3.2826996336003407,8.94665567364977
1,Toluene,65.0,3.1465459682856656,8.913844426543797
1,Toluene,70.0,3.238568899709725,8.889250994595868
1,Toluene,75.0,1.88810087067391,9.700567198036861
1,Toluene,10.0,9.115574624356498,4.624806209322619
1,Toluene,25.0,6.5330906075992,6.647035821422824
1,Toluene,30.0,5.9149789189542465,7.046765550413339
1,Toluene,35.0,5.164761238889844,7.580996035763103
1,Toluene,40.0,4.665448914127716,7.951928426220887
1,Toluene,45.0,4.103558932976613,8.258049774525704
1,Toluene,50.0,3.8839808334276427,8.434692886435366
1,Toluene,55.0,2.738052697443426,9.022536829927404
1,Toluene,60.0,2.6471716175653275,9.076133205968615
1,Toluene,65.0,2.6514236109791898,9.175432906847
1,Toluene,70.0,1.0084902636320832,10.907389084683377
1,Toluene,75.0,2.453448318662176,9.529851501985279
1,Toluene,5.0,10.612805098699324,3.046875369395633
1,Toluene,10.0,9.26603486627297,4.429674805472117
1,Toluene,15.0,8.11514506511892,5.585614303146578
1,Toluene,20.0,7.467119337237869,6.272687365762153
1,Toluene,25.0,6.703880962628856,6.9085636623921305
1,Toluene,30.0,6.044545110825338,7.40426226357331
1,Toluene,35.0,5.261536202712945,7.728956961563306
1,Toluene,40.0,4.657128065100803,8.057418381911871
1,Toluene,45.0,4.0898758271436675,8.656823150927087
1,Toluene,50.0,3.586032878996253,8.882444462803004
1,Toluene,55.0,3.2038102227659992,9.01698446346228
1,Toluene,60.0,2.545646163763867,8.875481100290582
1,Toluene,65.0,2.5313826194525353,9.212835657796115
1,Toluene,70.0,2.423811607328308,9.26047500098714
1,Toluene,75.0,1.8386480987414875,9.610257443786558
1,Toluene,5.0,10.469424316734136,2.982117395227657
1,Toluene,10.0,8.92211995127179,4.390340670077304
1,Toluene,15.0,7.921258338636385,5.418691519973299
1,Toluene,20.0,6.9678298334214785,6.200453478603114
1,Toluene,25.0,6.2978197305367125,6.7431103662075325
1,Toluene,30.0,5.691135673095944,7.242797429346319
1,Toluene,35.0,4.710934436864342,7.738035219152704
1,Toluene,40.0,4.20573082821557,7.9948456887495025
1,Toluene,45.0,4.206829551219858,8.237288778100297
1,Toluene,50.0,3.5374904870835255,8.699601721274867
1,Toluene,55.0,3.3086383271946347,8.859809589201232
1,Toluene,60.0,2.520651057999088,9.484356405171779
1,Toluene,65.0,2.4030185963462083,9.7759628865203
1,Toluene,70.0,2.485508077403273,9.624430327612469
1,Toluene,75.0,2.186141391785325,9.834029338422516
1,Toluene,5.0,10.372190808978656,3.3324620960325246
1,Toluene,10.0,9.079143393410074,4.391936613831433
1,Toluene,15.0,7.931466358986451,5.44385248756944
1,Toluene,20.0,6.968199035310093,6.2681151823534655
1,Toluene,25.0,6.237449731578335,6.760032679504388
1,Toluene,30.0,5.724885068061295,7.014182831278944
1,Toluene,35.0,4.875015493893824,7.811618303965401
1,Toluene,40.0,4.52750635042858,8.140802765142183
1,Toluene,45.0,4.072612400945998,8.356312475332153
1,Toluene,50.0,3.718333238134289,8.596009888686982
1,Toluene,55.0,3.082109955894952,8.901905894934615
1,Toluene,60.0,2.695632148739878,9.423027516030254
1,Toluene,65.0,2.8135782296793352,9.231897826028918
1,Toluene,75.0,2.255158749239677,9.89578939597963
1,Toluene,5.0,10.545709578197721,3.055274713802342
1,Toluene,15.0,7.978771789573134,5.595954198711474
1,Toluene,20.0,7.128274230682967,6.195884807612519
1,Toluene,5.0,10.446728106150767,2.94734813106173
1,Toluene,10.0,8.900635243693696,4.540135171259127
1,Toluene,15.0,7.88235038439413,5.433171783165969
1,Toluene,20.0,6.918791587725064,6.320656454803817
1,Toluene,25.0,6.288276366627608,6.811057860005672
1,Toluene,35.0,4.821941621924682,8.060613515244249
2,Acetone,10.0,9.788675390881691,1.580597972503612
2,Acetone,20.0,7.522411312847998,2.0911988225190377
2,Acetone,30.0,5.601729903494355,2.8874282146543258
2,Acetone,40.0,4.288359026325803,3.2717921874310867
2,Acetone,50.0,3.5888095830631475,3.0881418220383146
2,Acetone,75.0,0.9476350332510893,3.7645354447526325
2,Acetone,100.0,-1.2185308086856705,4.245211766819541
2,Acetone,125.0,-3.0063243248988027,4.624812727261999
2,Acetone,150.0,-4.873799174568004,5.014008888462076
2,Acetone,175.0,-6.838018885964321,5.540809844199477
2,Acetone,200.0,-8.36960027348765,5.8130509697169845
2,Acetone,225.0,-9.924618127138361,6.067003861198939
2,Acetone,250.0,-12.177784506449349,7.713580942143907
2,Acetone,275.0,-12.71820435235232,6.858127838293581
2,Acetone,10.0,9.523800324325904,1.3207223396062198
2,Acetone,20.0,7.467769414190442,1.7896957648947491
2,Acetone,30.0,5.92895631417327,2.272460285373727
2,Acetone,40.0,4.19020006962339,2.8449417410434688
2,Acetone,50.0,3.2113302986929293,3.0114519668391053
2,Acetone,75.0,0.1568942481796848,3.799125694585468
2,Acetone,100.0,-1.70327935129389,4.251807850595591
2,Acetone,125.0,-3.653381889970201,4.569550791325479
2,Acetone,150.0,-5.5339955863582615,4.926249959150467
2,Acetone,175.0,-7.1897605028545675,5.358313341294253
2,Acetone,200.0,-8.874920381084221,5.697220618068801
2,Acetone,225.0,-10.45003871188604,5.941270640434845
