test_batch,feature,ks_statistic,absolute_standardized_mean_shift,standard_deviation_ratio
4,feature_53,0.4221383528519274,0.7542656179491739,0.8992585034026908
4,feature_54,0.1534834763643259,0.11104864318075447,0.8090704647591214
4,feature_55,0.37358304490066846,1.0007450630650212,1.5244553800337217
4,feature_56,0.3297027167986344,4.192788681939875,8.0077524529185
4,feature_57,0.06924280498790958,0.0022192675008297132,0.993310982889329
4,feature_58,0.13597648285998765,0.01740021754928611,0.020877846926053698
4,feature_59,0.3717870181594045,0.42988603255817764,0.768368807365597
4,feature_60,0.4348300222843868,0.7820234900928434,0.8356723461679406
4,feature_61,0.4374738039922242,0.783754114367782,0.9105285262404476
4,feature_62,0.17279977241477407,0.15770104214943442,0.7916182525313575
4,feature_63,0.38539471812621495,1.0812065933757207,1.4944494538272421
4,feature_64,0.33763406192214684,5.164148033137699,9.921588537158893
4,feature_65,0.3381081978094922,0.44436396196310496,0.6441048747854115
4,feature_66,0.22392489687544448,0.25777145584500893,1.5185686141108883
4,feature_67,0.22923521881371195,0.3506378617000155,0.731747362540258
4,feature_68,0.14356834668816082,0.23439839481487257,0.7456502146894933
4,feature_69,0.17150443317054664,0.24815483751111897,0.6868368705502389
4,feature_70,0.19622398179318193,0.2638985496310458,0.6645657961833225
4,feature_71,0.13411028400739644,0.023178411316144457,0.9409198426765109
4,feature_72,0.19103693518562415,0.6682849642971852,2.0659973245582166
4,feature_73,0.3357621734389076,0.46043059701613387,0.5844260581819699
4,feature_74,0.2146147645915319,0.18291855186911976,1.3996378672920644
4,feature_75,0.21885353942439895,0.3909614595251161,0.6390720315703885
4,feature_76,0.1852316153809681,0.2964659136045561,0.6315065624853601
4,feature_77,0.19663363519984822,0.3165814795307775,0.586754453817918
4,feature_78,0.2263562657057513,0.30614971085144305,0.5943709161518486
4,feature_79,0.16772272533308047,0.04217944490898118,0.8146966320547623
4,feature_80,0.1775923379640605,0.6469981684739321,1.9781180888951935
4,feature_81,0.1852733393390546,0.04146129292755901,1.1465848180489184
4,feature_82,0.25815181831112793,0.208561098813965,1.8738973277097586
4,feature_83,0.27260158361386383,0.325798702106888,0.9026959223141163
4,feature_84,0.43605139633018825,0.6503219492744138,0.8496580976475802
4,feature_85,0.4409293063391969,0.6889342449905571,0.8525875389408628
4,feature_86,0.18270352282964292,0.165609577421426,0.8818706754389585
4,feature_87,0.44489877198805167,0.8826815066627773,1.1348629991863144
4,feature_88,0.43850931677018623,3.475627418314561,5.965510839350623
4,feature_89,0.19890190128490837,0.0363343771845945,1.1350520410222922
4,feature_90,0.2608999099141814,0.07029497838396069,1.5599831873146424
4,feature_91,0.27128348584704376,0.3441779756794538,0.8758114116892209
4,feature_92,0.41537717509838323,0.7122186152314608,0.8813309688484097
4,feature_93,0.42718884832392967,0.7208981833399438,0.8859980268467949
4,feature_94,0.18496799582760415,0.16026441136534722,0.8674502178562495
4,feature_95,0.42547626949883827,0.8013967442804147,1.1128013568339508
4,feature_96,0.4405424114551229,2.6564409116972265,4.4893591758021305
4,feature_97,0.17558579488881518,0.2920184567329585,1.0780300357047248
4,feature_98,0.14735384761272563,0.18426963973609803,0.7613751938840192
4,feature_99,0.4312626238680006,1.051400582076761,1.0323745939904851
4,feature_100,0.5582267317813285,1.2594148976568764,0.9757651158832131
4,feature_101,0.5557839836897255,0.7883650632646302,0.711934345118799
4,feature_102,0.14237731733914927,0.2782552142132938,0.991356486988495
4,feature_103,0.37043288606514624,1.0997038204796843,1.5242044072674765
4,feature_104,0.4669935043383433,1.4418166308363756,2.6107255268881024
4,feature_105,0.1356749324356361,0.2339396419642038,1.0551213525523178
4,feature_106,0.18084491015124926,0.17971363062957196,0.8321506780898583
4,feature_107,0.4904025413683562,0.9907602822115684,0.9268611422778261
4,feature_108,0.5473310890901333,1.2561797125822658,0.9575026446841807
4,feature_109,0.5479341899388366,0.7355990485190858,0.6611367070905673
4,feature_110,0.13578682850504942,0.191147470488449,0.9414531843133402
4,feature_111,0.3796899151296761,0.9629259551101442,1.460929073073205
4,feature_112,0.4565701009909439,1.1981834256778363,2.1296376298383732
4,feature_113,0.14247783414726667,0.200437188863659,1.0757444728601375
4,feature_114,0.12388412118913283,0.14368356612447755,1.5069456706069433
4,feature_115,0.4112806410317197,0.6928646838682375,0.9223471179851895
4,feature_116,0.4372727703759898,0.9557076537502625,0.9986685838769479
4,feature_117,0.42905694372007025,0.9547322936498026,1.095803992311389
4,feature_118,0.204646531695984,0.3048393457102049,0.8975030687403291
4,feature_119,0.4162344127827035,1.133105857418593,1.5050695143363648
4,feature_120,0.4204542221800768,3.5956452102176737,6.32372244340245
4,feature_121,0.13845147219193027,0.17620993174822125,1.0716231229759896
4,feature_122,0.11758190697453888,0.14182630948979172,1.5244294291775287
4,feature_123,0.42054525627044714,0.6650016093492228,0.9191454519595585
4,feature_124,0.4381888009103409,0.9133606201929826,0.9357982158706072
4,feature_125,0.4317007254279077,1.016539882666735,1.138337334190377
4,feature_126,0.2298933194253473,0.296283591226643,0.880209406024987
4,feature_127,0.38945332132189076,1.259267807888263,1.740935111708218
4,feature_128,0.40695462519558095,3.6273225172756276,7.036170631462826
5,feature_1,0.2150594186369465,0.045677719872577585,0.6366192968741518
5,feature_2,0.3389728346619549,0.15409541180001232,0.5948984058745208
5,feature_3,0.24565218675948303,0.037534265034383375,0.696483502419108
5,feature_4,0.2491446198211827,0.07871282806997507,0.761679052152075
5,feature_5,0.25027478534241804,0.06488524915040605,0.727745538812217
5,feature_6,0.23892437789189414,0.030735572892305194,0.6289558810990726
5,feature_7,0.23135743959154487,0.022254563622389686,0.750309210794974
5,feature_8,0.26324288069588647,0.12127066724386065,1.049089136017259
5,feature_9,0.22233532084882085,0.00355236461861677,0.6862681112179829
5,feature_10,0.378323277568652,0.4274659103895013,1.3698992333732747
5,feature_11,0.24881960490004312,0.10729504615418946,0.7471834632810486
5,feature_12,0.2641839466266406,0.18643295325542836,0.8439979484654623
5,feature_13,0.25767921618219747,0.11915111719495362,0.652829603738561
5,feature_14,0.25143892969631787,0.04187075995700858,0.7002685093294432
5,feature_15,0.24183473877664385,0.11084698514859269,0.8427155389210965
5,feature_16,0.26569969803159144,0.21914026364769573,1.1820650443383904
5,feature_17,0.3996605071414642,0.5643952480944568,0.7419321286689406
5,feature_18,0.21769499417927823,0.02355927068205567,0.8177809019925093
5,feature_19,0.4918849683553654,0.42727723185210637,0.7364448176743158
5,feature_20,0.47998646756055613,0.2982942289899828,0.6179481810759019
5,feature_21,0.5204404838585772,0.04364040783013286,0.1209990050491184
5,feature_22,0.34887249369175577,0.39630102933809475,0.7840264303943387
5,feature_23,0.35203991183231587,0.3036848785049826,0.6859813570379252
5,feature_24,0.4300937224845322,0.40997845216764034,0.6142241799724504
5,feature_25,0.4034439762916388,0.6008792883995812,0.7500138672362079
5,feature_26,0.2377764842840512,0.007373277576114353,0.6780731312553093
5,feature_27,0.48044001110960094,0.36855634951484467,0.6403445206273541
5,feature_28,0.5364474687247006,0.19281542167888124,0.42725674191750407
5,feature_29,0.550288672343594,0.008641898578974874,0.04375461080968896
5,feature_30,0.3652502910360885,0.40314425945812876,0.7664963186398629
5,feature_31,0.36104725716953356,0.1241230015292869,0.3342340410205435
5,feature_32,0.42708881180454183,0.026745425298387616,0.10215558235736592
5,feature_33,0.36056268946892567,0.30375650055817793,0.6583486193257682
5,feature_34,0.22867458915159278,0.09257313643438839,0.09621039322442282
5,feature_35,0.4052271263362546,0.5395674553541151,0.634495466694937
5,feature_36,0.48466520508441524,0.5206571642449435,0.5187351315242023
5,feature_37,0.5400226328572357,0.2412527975361518,0.23814441828725347
5,feature_38,0.33760481731206743,0.1955140124246143,0.620925913064871
5,feature_39,0.3345659277994125,0.08086060008635329,0.26209733261052415
5,feature_40,0.4164755972887845,0.03367031506676335,0.08133541330181937
5,feature_41,0.3560686195138959,0.2128855478649686,0.600559536213511
5,feature_42,0.23076059400908855,0.018077117847156928,0.0010535655089539571
5,feature_43,0.3634242981155044,0.4584326221625439,0.5861205585360187
5,feature_44,0.45749691235824913,0.4576703592504324,0.4946166322797862
5,feature_45,0.494722939553134,0.2277252426100188,0.2378919179842728
5,feature_46,0.2964062213765268,0.06811418663483651,0.5592621991061872
5,feature_47,0.2798171643334534,0.03770149014230706,0.4219567920325223
5,feature_48,0.45424971782795476,0.0744526961842916,0.14498307545873662
5,feature_49,0.30846722963190587,0.49508040234017864,0.7567603933676644
5,feature_50,0.18045714825998832,0.020270989622867715,0.027217785042419458
5,feature_51,0.38242142025611175,0.4443326332217088,0.7281043051333764
5,feature_52,0.4373208724582356,0.4425423770855827,0.8251394197172712
5,feature_53,0.4605697807035687,0.42518192691529433,0.7809066392794167
5,feature_54,0.2949170621014874,0.36540684270943574,0.7780564937291332
5,feature_55,0.2811098373152585,0.2983415737063305,0.7568452955051155
5,feature_56,0.39116284429421533,0.2414911987731355,0.5234274403405224
5,feature_57,0.3139969153129303,0.5163475943076637,0.7517360505584101
5,feature_58,0.17259917387116408,0.01893682775899557,0.013399515551441386
5,feature_59,0.39742676822890505,0.4500796615398023,0.7324042296598533
5,feature_60,0.45325989965902985,0.4485163080334184,0.8118092876322338
5,feature_61,0.47188620932142794,0.441821675820445,0.7889775650222334
5,feature_62,0.3014823635085065,0.3816917927287875,0.7790168813249162
5,feature_63,0.28872257317267747,0.3040963698982509,0.7489677997832228
5,feature_64,0.38184968946301623,0.17699529361098149,0.4214793285386923
5,feature_65,0.21522192609751628,0.05286411745215662,0.6346181257283167
5,feature_66,0.3397513931321392,0.2802762791735744,1.1718539547654079
5,feature_67,0.22902915088374515,0.0008342588693226055,0.6793554975944309
5,feature_68,0.23019329523764503,0.015884992543068993,0.7099024153534425
5,feature_69,0.23966895752941392,0.09925359951856767,0.8104056097827592
5,feature_70,0.22815604261832023,0.057081940426068595,0.637059440769357
5,feature_71,0.220298068229496,0.009771970532674519,0.735376616704353
5,feature_72,0.24532717183834346,0.21113613306869786,1.1026364574150254
5,feature_73,0.27871802296378145,0.16077582656924558,0.5281617076195668
5,feature_74,0.32914556531913514,0.2213237815643755,1.032830965342522
5,feature_75,0.24586492379877434,0.1452811082135233,0.545088418131052
5,feature_76,0.2172902028684044,0.14392321309862613,0.5521880148474888
5,feature_77,0.20632833598269745,0.06930183928632719,0.631882930998493
5,feature_78,0.2608362929389031,0.1707160501192737,0.5330556675409039
5,feature_79,0.2157936568906118,0.12089846311073559,0.5988183091965491
5,feature_80,0.21422028920418618,0.06807911349469302,0.8796625131466762
5,feature_81,0.3350992477381916,0.6205836518998339,0.8569080387782204
5,feature_82,0.19190949220850595,0.09502051828892592,0.9678155430586196
5,feature_83,0.42454187669524823,0.49885516029118837,0.8444917667309422
5,feature_84,0.40129296844991513,0.4143936417431452,0.9658439836442574
5,feature_85,0.4154591869899482,0.48855755840924364,0.9689067846954239
5,feature_86,0.3506187102226056,0.46624941828882593,0.8661099772421061
5,feature_87,0.34929205840813593,0.43613103083984794,0.8668289809741272
5,feature_88,0.4580405736808825,0.5129392007918141,0.8131145978088908
5,feature_89,0.36961583236321305,0.6158538882235414,0.8330349399899472
5,feature_90,0.1720023282887078,0.021516560251981228,0.8717443569419198
5,feature_91,0.41060612328111423,0.4951430426035721,0.8283693068113342
5,feature_92,0.363167240859694,0.4054317754125607,0.9324179655920938
5,feature_93,0.41206130372348915,0.47145110355653036,0.8854733676363096
5,feature_94,0.3457050755511958,0.44309040910275027,0.8598991646333375
5,feature_95,0.3444729735319666,0.4143978723516194,0.8541411321622476
5,feature_96,0.45269998759033925,0.4781602738312054,0.7058810144585096
5,feature_97,0.4467625559173398,0.7063784950540709,0.7879022069203167
5,feature_98,0.19877764842840512,0.14560065033856548,0.6547531638595009
5,feature_99,0.4937671002168736,0.8513435867791185,0.8144256753706407
5,feature_100,0.5442256667237906,0.892492872121033,0.7904078522167373
5,feature_101,0.593376786843396,0.6040904153459407,0.5057671341674757
5,feature_102,0.3376993671073081,0.5077182312099352,0.8004810631246267
5,feature_103,0.3220173971623242,0.43375626242403553,0.7176096675965615
5,feature_104,0.6130195068046305,0.2055724104005228,0.24791793234290527
5,feature_105,0.47754442363035754,0.6379937319601127,0.742265861832902
5,feature_106,0.18975552968568102,0.14080035688607623,0.684360842523543
5,feature_107,0.4861661830838597,0.7827780029989405,0.7596250251057577
5,feature_108,0.5128055878928988,0.8399167677054283,0.7740508665850662
5,feature_109,0.5694852354585369,0.5370466225321775,0.4669861469488149
5,feature_110,0.34079144087978586,0.41695359627003603,0.7452599691523769
5,feature_111,0.32009389976539837,0.3377962392243453,0.6364767968065892
5,feature_112,0.5932896237509084,0.21854865060419196,0.25251377673341013
5,feature_113,0.34455570460280227,0.6653979476676832,0.9161819201870989
5,feature_114,0.15834579223864367,0.03679553305333519,0.8799972375889072
5,feature_115,0.40834579223864376,0.573301159168795,0.8790557510897049
5,feature_116,0.4529082926079788,0.498223130297819,0.9845369560584393
5,feature_117,0.45629878917168465,0.5095782638702517,0.9743040421914598
5,feature_118,0.3228905054277491,0.5202690969769275,0.9196998452086598
5,feature_119,0.30306607257878654,0.4438597110611635,0.9238493084112056
5,feature_120,0.44652027206703576,0.3597176978213878,0.7260213963234469
5,feature_121,0.3508299699213464,0.609278832023335,0.8865788546225173
5,feature_122,0.15575305957228033,0.04844316176479345,0.882455363151403
5,feature_123,0.3917833273254817,0.5522583781898905,0.8558496856800322
5,feature_124,0.4152627006967138,0.4658743830135439,0.9045639976991434
5,feature_125,0.4397437109612759,0.5369746093579997,0.9738550933538118
5,feature_126,0.3211442888968993,0.4758205380740093,0.8953675259686421
5,feature_127,0.31354337176388547,0.39539410262294516,0.8807885153062486
5,feature_128,0.44749531683045446,0.3304201204273577,0.6461660323745537
6,feature_1,0.30757967424215227,0.42964000263211233,0.39498745319420153
6,feature_2,0.13150899364520874,0.10528884585041252,0.1803222975503838
6,feature_3,0.2775353941526346,0.4022552066175847,0.4381845408547015
6,feature_4,0.25932155722304007,0.35056549265586767,0.47953088900158836
6,feature_5,0.22632427386636988,0.20907272961608417,0.4660520336833934
6,feature_6,0.30532689476896563,0.43187256115788397,0.4023479766317888
6,feature_7,0.2816328582199404,0.37105529516253466,0.48790329085148687
6,feature_8,0.2827547002716644,0.31756980022525033,0.3424294653444891
6,feature_9,0.316171567395493,0.40664895274138324,0.4509379712540636
6,feature_10,0.12895977692408966,0.17694390830981266,0.39579275405019454
6,feature_11,0.29348819397072734,0.3786666268921332,0.49492025065933426
6,feature_12,0.27338491365382545,0.3309668689831389,0.5217152841796049
6,feature_13,0.2277757033952058,0.13671767916847632,0.4350756068700502
6,feature_14,0.32342871503967263,0.41301522835012994,0.46052959518242936
6,feature_15,0.319468638925789,0.37167311360037,0.4602301689733073
6,feature_16,0.30616701971062366,0.2638760668325963,0.41045812269663096
6,feature_17,0.3473587524982348,0.5971592105498517,0.7526035705689961
6,feature_18,0.31518675426943843,0.5393322497268112,0.46367476907485305
6,feature_19,0.1804177886283943,0.34496655217733185,0.7469220238069975
6,feature_20,0.1158747711198076,0.08678643869716703,0.5830335681415704
6,feature_21,0.19227180794408738,0.004915181145587001,0.11733511197547764
6,feature_22,0.3082767864622602,0.548182050080996,0.6958173848024717
6,feature_23,0.2799624217618688,0.3899768582351836,0.5925585659367008
6,feature_24,0.36744180758505973,0.23136437567722856,0.46905891079722456
6,feature_25,0.33098457377421947,0.5703087093356588,0.7839715885988172
6,feature_26,0.3077046159001424,0.48725866112752425,0.3966176010446442
6,feature_27,0.17750571452506614,0.2888430935632063,0.650600693884033
6,feature_28,0.1271694251965677,0.09519660643919224,0.4005324303726387
6,feature_29,0.1760121590732297,0.024940398166265577,0.041094787113172646
6,feature_30,0.2997438935363037,0.5132014757851396,0.6866067938760442
6,feature_31,0.2770411326128843,0.21825546730795153,0.28762858956105003
6,feature_32,0.33950968776553103,0.005816559265945851,0.07672217227556101
6,feature_33,0.5836660323843033,1.0975189316557095,0.5089682775165926
6,feature_34,0.4346933304611113,0.19359362082064957,0.09149135725653051
6,feature_35,0.48078950202850684,0.8324394046415344,0.5112317188715793
6,feature_36,0.34318206297346787,0.45613948601614007,0.37480957502851514
6,feature_37,0.2915946816022212,0.03344575003388768,0.1501034985262024
6,feature_38,0.5809540564152276,0.9751112168080704,0.43578706735332645
6,feature_39,0.4477870726073792,0.3010221983718262,0.16319310205749907
6,feature_40,0.6690489354827128,0.07062169821218268,0.051495087910728723
6,feature_41,0.5878326691319906,1.1157447432524026,0.49702303302617
6,feature_42,0.4412989624097943,0.018593875231717544,0.0009799150456541313
6,feature_43,0.46565791835708903,0.809831503278277,0.5242774783740388
6,feature_44,0.29068299046182944,0.3788638871112143,0.411441699009962
6,feature_45,0.2951416364484975,0.007252437338301869,0.1737902253255035
6,feature_46,0.5792554961165164,1.0119503731453432,0.4271359212386816
6,feature_47,0.43870043921061763,0.5429354910344458,0.2962578058161064
6,feature_48,0.7341934441532331,0.1976109015523201,0.10730547447382639
6,feature_49,0.3310122189111885,0.59542709748062,0.6962824644741835
6,feature_50,0.35208331837384366,0.03792529509177371,0.015296363768932165
6,feature_51,0.18876602161347078,0.3493670023140864,0.7523641282397014
6,feature_52,0.12310080302540716,0.06757922850254174,0.8224435314335872
6,feature_53,0.1742396390574324,0.14947840765446127,0.7677593367305495
6,feature_54,0.33924364820067254,0.582489253700335,0.664539192825816
6,feature_55,0.29114134922629525,0.46077250090139454,0.6170154639220723
6,feature_56,0.33385105135293636,0.12251383768843904,0.3469067431581098
6,feature_57,0.3381093598535167,0.5844170392045169,0.7094270597177923
6,feature_58,0.34556481049318444,0.027496442782912474,0.007710193843751906
6,feature_59,0.18243516557163209,0.34313074396667326,0.7485026766532682
6,feature_60,0.1205384219533504,0.08349796465362183,0.7985652496193673
6,feature_61,0.16670173171052788,0.12630322061901653,0.7652267391456058
6,feature_62,0.33422037123469645,0.5801316590464738,0.6620332460636064
6,feature_63,0.3095156715614117,0.48145697141745825,0.595787912722066
6,feature_64,0.31004775069112844,0.04158673789027253,0.2761759811554109
6,feature_65,0.33111645663543127,0.4528069824322802,0.407492412202431
6,feature_66,0.1854392704556062,0.33901505039013313,0.36062087473628957
6,feature_67,0.3178083749207147,0.46334107468121316,0.4279411618928234
6,feature_68,0.3023650354839097,0.44379338772595306,0.4263001579371385
6,feature_69,0.25869589152574834,0.3161583167029911,0.45954374109972757
6,feature_70,0.3294211275864958,0.48442196973460766,0.4091586165475958
6,feature_71,0.3286829665266458,0.45351719016456893,0.42038849107358195
6,feature_72,0.2374658624445003,0.3122928262294894,0.3864631862170576
6,feature_73,0.36407424693928847,0.5608988125271858,0.31250763424799133
6,feature_74,0.20985231991766296,0.38800370421514835,0.3092551493598802
6,feature_75,0.3674883615170119,0.5730864240745395,0.3108414320246515
6,feature_76,0.35988128148972587,0.5517244502742824,0.3043394816517557
6,feature_77,0.3200905946696346,0.4647273005101033,0.3262883472458069
6,feature_78,0.3803110377098816,0.5768294804850118,0.31860243212065853
6,feature_79,0.35714991802199647,0.5544700340234645,0.32336236129722223
6,feature_80,0.28668150648045093,0.4306844922559097,0.27403819156548026
6,feature_81,0.3179124929690399,0.5369183885813921,0.7726391579621119
6,feature_82,0.3645693462104621,0.5827016773908265,0.4510767479705913
6,feature_83,0.21741739369786617,0.3682120378465869,0.7729736705968553
6,feature_84,0.1588988618820235,0.21772889756116165,0.7760231188134674
6,feature_85,0.12595591139195061,0.06629456061446826,0.7663864905351605
6,feature_86,0.306387343074953,0.558394034945395,0.7080685944253466
6,feature_87,0.30966825835637096,0.5216356453421116,0.6471530462989474
6,feature_88,0.1468613793846264,0.10750751828395726,0.3837203257289074
6,feature_89,0.3148630309122895,0.49612000373529413,0.7531999521469589
6,feature_90,0.3688959896600007,0.6030121651111456,0.44578207847986356
6,feature_91,0.1890099211335703,0.3121898610891245,0.7879897404795437
6,feature_92,0.12678167522349482,0.11355121277673833,0.8509864958782627
6,feature_93,0.14521200588805516,0.06632458497721126,0.8064967749269937
6,feature_94,0.2972536770425687,0.5038839104851307,0.7067007026782668
6,feature_95,0.3041069184647973,0.45473801944158654,0.6567766073681305
6,feature_96,0.14543436374298402,0.062315212990651875,0.3725547060865598
6,feature_97,0.32766631960650555,0.6651540262635243,0.7175316543940374
6,feature_98,0.29451549204753535,0.6075055086654059,0.5481573761648711
6,feature_99,0.1901379863330102,0.330732457868984,0.8082092607972428
6,feature_100,0.09054380736964301,0.08635374772514905,0.8184958177474096
6,feature_101,0.17070764370085809,0.08568368044320832,0.503477258978843
6,feature_102,0.3843314304862433,0.7277414821916998,0.6644233482278694
6,feature_103,0.3849538649337594,0.5974929467701104,0.5087349142662111
6,feature_104,0.26761892794313,0.051152414946819005,0.11249500479823323
6,feature_105,0.3588913222992137,0.7388686358871349,0.7195679782240108
6,feature_106,0.2910967101090247,0.6062495728393577,0.5806963853220213
6,feature_107,0.19400722842542395,0.3784326133829888,0.816625668341322
6,feature_108,0.08225409590828037,0.07408052928169152,0.8436123576135293
6,feature_109,0.15822712095644995,0.09748592208005907,0.4884384136733221
6,feature_110,0.391538792948695,0.7646414061343648,0.6739507346489796
6,feature_111,0.37735695735947056,0.5829376657907128,0.5188435152496027
6,feature_112,0.2317265644634331,0.05039532861701952,0.1151254832638417
6,feature_113,0.3153821850429039,0.5364329203944587,0.7486350379492922
6,feature_114,0.4100956210581745,0.6329445017441903,0.4032548691688532
6,feature_115,0.2204327481180962,0.3682202828926779,0.7744797139995627
6,feature_116,0.137053698584234,0.12994920146884506,0.8150471368271445
6,feature_117,0.11271951555188553,0.013102115203121477,0.7992639098049932
6,feature_118,0.3369069759092378,0.585067357615672,0.69266638364052
6,feature_119,0.35063188884500773,0.5678873281345447,0.6132610766405597
6,feature_120,0.18801541425818885,0.17379601781005954,0.294472114465949
6,feature_121,0.32168491724410303,0.5508217993977326,0.70905159163686
6,feature_122,0.4028200433226822,0.6337712942193447,0.40257842968489743
6,feature_123,0.21974161969386896,0.3845863447212914,0.7549074405737002
6,feature_124,0.12246568293062388,0.13356701070190133,0.7794927811992174
6,feature_125,0.1236545434962123,0.001488745106472458,0.8313883506629367
6,feature_126,0.3385893799590708,0.5875060284003512,0.6727445317406496
6,feature_127,0.3419491616701971,0.5464428165149071,0.5967267519046526
6,feature_128,0.17480044040737683,0.14914111441893826,0.2820819590494582
7,feature_1,0.44376770421286615,0.6552994713342204,0.3387492414525654
7,feature_2,0.24786618765158247,0.121864583005563,0.3991766678060527
7,feature_3,0.43459301437320486,0.668766255947017,0.3753305062583469
7,feature_4,0.4488114324319697,0.680567412003067,0.4182552515222233
7,feature_5,0.4231971938328401,0.5679282664852475,0.43888233792933834
7,feature_6,0.4478821515036741,0.6651095389724894,0.35396732578242984
7,feature_7,0.4318059179987021,0.6130827450510482,0.44517583139713385
7,feature_8,0.3813329947118224,0.463916104996704,0.3051036307308823
7,feature_9,0.17289854804053506,0.32355070458903634,0.5201709873170725
7,feature_10,0.07228074883061986,0.09672381565670132,0.6339434990794937
7,feature_11,0.1754311184740348,0.28884999069889306,0.5426739015101071
7,feature_12,0.18576988195846322,0.27958358311541837,0.5484290381274894
7,feature_13,0.21545812173570827,0.11764386060398818,0.503818928493521
7,feature_14,0.16257933117804224,0.3016025170189005,0.5327944944711712
7,feature_15,0.1452505277471296,0.2776110646573323,0.537618734205519
7,feature_16,0.2485005898274807,0.19719209778406224,0.5040686560775824
7,feature_17,0.17051693910723437,0.36029930071059674,0.8795779320841342
7,feature_18,0.24439808510281957,0.4404662750232536,0.6221810390153842
7,feature_19,0.1677487362455809,0.17025338003384077,1.0042347080064062
7,feature_20,0.11194658276765146,0.037195945333006256,0.9032325095841752
7,feature_21,0.12008464853564313,0.020614192957049388,0.2073141368834444
7,feature_22,0.1290697967883735,0.27122557661142777,0.8323544908904034
7,feature_23,0.08766258742506566,0.16850711604073146,0.7646915978064593
7,feature_24,0.23333912889896205,0.30668034094270197,0.680780947548282
7,feature_25,0.1607552441510699,0.34096606696891163,0.914034153172627
7,feature_26,0.26123677681522456,0.4061330528376333,0.5468416718223704
7,feature_27,0.16052423013716832,0.14424791027837225,0.9123948460469247
7,feature_28,0.12317730666116677,0.05321058072183108,0.6518712602748777
